output_id,alert_id,claim_id,claim_type,asserted_value,evidence_refs,generated_at,draft_source,draft_reference,model_id,processing_run_id
OUT-2b7bd1e9,ALERT028,CLM-729a4d59,unusual_transaction_volume,true,"[""transactions.txn_id=TXN00133"", ""transactions.txn_id=TXN00134"", ""transactions.txn_id=TXN00135"", ""transactions.txn_id=TXN00136"", ""transactions.txn_id=TXN00137"", ""transactions.txn_id=TXN00138"", ""transactions.txn_id=TXN00139"", ""transactions.txn_id=TXN00140"", ""transactions.txn_id=TXN00141"", ""transactions.txn_id=TXN00142"", ""customers.expected_monthly_volume=20000.0""]",2026-07-20T04:00:10.739047+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT028,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-2ba04239,ALERT028,CLM-f6fcfb4b,missing_kyc_data,true,"[""evidence_items.item_type=edd_review"", ""alerts.alert_id=ALERT028""]",2026-07-20T04:00:10.739080+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT028,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-80bad575,ALERT029,CLM-145e310a,missing_kyc_data,risk_assessment_memo,"[""evidence_items.item_type=risk_assessment_memo"", ""evidence_items.available=False""]",2026-07-20T04:00:12.122426+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT029,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-a5ef4ca4,ALERT030,CLM-414a28b3,expected_activity_mismatch,true,"[""customers.expected_monthly_volume=20000.0"", ""transactions.txn_id=TXN00143"", ""transactions.txn_id=TXN00144"", ""transactions.txn_id=TXN00145"", ""transactions.txn_id=TXN00146"", ""transactions.txn_id=TXN00147"", ""transactions.txn_id=TXN00148"", ""transactions.txn_id=TXN00149""]",2026-07-20T04:00:14.486428+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT030,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-e0b1dc58,ALERT030,CLM-eab94ece,missing_kyc_data,true,"[""evidence_items.item_type=edd_review"", ""evidence_items.available=False""]",2026-07-20T04:00:14.486482+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT030,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-a61f48b3,ALERT031,CLM-460ef805,stale_kyc_profile,true,"[""kyc_profile_status.current_within_12mo=False"", ""kyc_profile_status.last_updated=2024-10-11""]",2026-07-20T04:00:17.199381+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT031,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-a497cc93,ALERT031,CLM-1aa66df5,expected_activity_mismatch,true,"[""customers.expected_monthly_volume=3000.0"", ""transactions.txn_id=TXN00152"", ""transactions.txn_id=TXN00153"", ""transactions.txn_id=TXN00154""]",2026-07-20T04:00:17.199496+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT031,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-0df4ed47,ALERT031,CLM-dfe7baea,unusual_transaction_volume,true,"[""customers.expected_monthly_volume=3000.0"", ""transactions.txn_id=TXN00150"", ""transactions.txn_id=TXN00151"", ""transactions.txn_id=TXN00152"", ""transactions.txn_id=TXN00153"", ""transactions.txn_id=TXN00154""]",2026-07-20T04:00:17.199570+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT031,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-2da202ca,ALERT032,CLM-02dab2d1,expected_activity_mismatch,true,"[""customers.expected_monthly_volume=3000.0"", ""transactions.txn_id=TXN00150"", ""transactions.txn_id=TXN00151"", ""transactions.txn_id=TXN00152"", ""transactions.txn_id=TXN00153"", ""transactions.txn_id=TXN00154""]",2026-07-20T04:00:19.758112+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT032,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-dbe48017,ALERT032,CLM-7a038bb5,stale_kyc_profile,true,"[""kyc_profile_status.current_within_12mo=False"", ""kyc_profile_status.last_updated=2024-10-11""]",2026-07-20T04:00:19.758183+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT032,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-caaea264,ALERT032,CLM-9e054371,missing_kyc_data,true,"[""evidence_items.item_type=edd_review available=False""]",2026-07-20T04:00:19.758220+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT032,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-477ccd60,ALERT033,CLM-7574f981,rapid_movement,true,"[""transactions.txn_id=TXN00155"", ""transactions.txn_id=TXN00156""]",2026-07-20T04:00:21.810932+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT033,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-4d3a5fa6,ALERT033,CLM-86679f50,unusual_transaction_volume,true,"[""transactions.txn_id=TXN00155"", ""transactions.txn_id=TXN00156"", ""transactions.txn_id=TXN00157"", ""transactions.txn_id=TXN00158"", ""transactions.txn_id=TXN00159"", ""transactions.txn_id=TXN00160"", ""customers.expected_monthly_volume=5000.0""]",2026-07-20T04:00:21.810991+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT033,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-d6303799,ALERT034,CLM-eb810fa8,stale_kyc_profile,true,"[""kyc_profile_status.current_within_12mo=False"", ""kyc_profile_status.last_updated=2024-08-05""]",2026-07-20T04:00:24.127101+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT034,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-e9cbcec8,ALERT034,CLM-25cc81d3,expected_activity_mismatch,true,"[""customers.expected_monthly_volume=5000.0"", ""transactions.txn_id=TXN00162&amount=3684.0"", ""transactions.txn_id=TXN00164&amount=3120.0"", ""transactions.txn_id=TXN00165&amount=4686.0"", ""transactions.txn_id=TXN00166&amount=3183.0"", ""transactions.txn_id=TXN00167&amount=3827.0""]",2026-07-20T04:00:24.127167+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT034,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-57fa2156,ALERT035,CLM-7f938320,stale_kyc_profile,true,"[""kyc_profile_status.current_within_12mo=False"", ""kyc_profile_status.last_updated=2024-08-05""]",2026-07-20T04:00:27.650198+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT035,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-8aa087a5,ALERT035,CLM-33027ed6,expected_activity_mismatch,true,"[""customers.expected_monthly_volume=5000.0"", ""transactions.txn_id=TXN00162"", ""transactions.txn_id=TXN00165"", ""transactions.txn_id=TXN00166""]",2026-07-20T04:00:27.650264+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT035,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-1069d4be,ALERT035,CLM-afb4b16d,unusual_transaction_volume,true,"[""customers.expected_monthly_volume=5000.0"", ""transactions.txn_id=TXN00161"", ""transactions.txn_id=TXN00162"", ""transactions.txn_id=TXN00163"", ""transactions.txn_id=TXN00164"", ""transactions.txn_id=TXN00165"", ""transactions.txn_id=TXN00166"", ""transactions.txn_id=TXN00167""]",2026-07-20T04:00:27.650299+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT035,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-a8e35b53,ALERT036,CLM-c1fb6568,unusual_transaction_volume,true,"[""transactions.txn_id=TXN00168"", ""transactions.txn_id=TXN00169"", ""transactions.txn_id=TXN00170"", ""transactions.txn_id=TXN00171"", ""transactions.txn_id=TXN00172"", ""transactions.txn_id=TXN00173"", ""transactions.txn_id=TXN00174"", ""transactions.txn_id=TXN00175"", ""customers.expected_monthly_volume=12000.0""]",2026-07-20T04:00:30.215379+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT036,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-f698dd70,ALERT036,CLM-86806df8,missing_kyc_data,true,"[""evidence_items.item_type=edd_review"", ""evidence_items.available=False""]",2026-07-20T04:00:30.215441+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT036,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-58f075c0,ALERT037,CLM-fbac190f,rapid_movement,true,"[""transactions.txn_id=TXN00168"", ""transactions.txn_id=TXN00172"", ""transactions.txn_id=TXN00169"", ""transactions.txn_id=TXN00173""]",2026-07-20T04:00:32.935094+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT037,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-22a46fb5,ALERT037,CLM-b0559744,unusual_transaction_volume,true,"[""customers.customer_id=CUST0029"", ""customers.expected_monthly_volume=12000.0"", ""transactions.txn_id=TXN00168"", ""transactions.txn_id=TXN00169"", ""transactions.txn_id=TXN00170"", ""transactions.txn_id=TXN00171"", ""transactions.txn_id=TXN00172"", ""transactions.txn_id=TXN00173"", ""transactions.txn_id=TXN00174"", ""transactions.txn_id=TXN00175""]",2026-07-20T04:00:32.935150+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT037,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-417a1165,ALERT037,CLM-4a0d4089,missing_kyc_data,risk_assessment_memo,"[""evidence_items.item_type=risk_assessment_memo"", ""evidence_items.available=False""]",2026-07-20T04:00:32.935177+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT037,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-cfc0088b,ALERT038,CLM-867f9ba8,unusual_transaction_volume,true,"[""transactions.txn_id=TXN00176"", ""transactions.txn_id=TXN00177"", ""transactions.txn_id=TXN00178"", ""transactions.txn_id=TXN00179"", ""transactions.txn_id=TXN00180"", ""transactions.txn_id=TXN00181"", ""transactions.txn_id=TXN00182"", ""transactions.txn_id=TXN00183"", ""transactions.txn_id=TXN00184"", ""customers.expected_monthly_volume=12000.0""]",2026-07-20T04:00:35.608664+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT038,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-8be390db,ALERT038,CLM-d796fcdd,missing_kyc_data,edd_review,"[""evidence_items.item_type=edd_review"", ""evidence_items.available=False""]",2026-07-20T04:00:35.608722+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT038,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-9c0a4af7,ALERT039,CLM-b8eddb78,expected_activity_mismatch,true,"[""customers.expected_monthly_volume=12000.0"", ""transactions.txn_id=TXN00176"", ""transactions.txn_id=TXN00177"", ""transactions.txn_id=TXN00178"", ""transactions.txn_id=TXN00179"", ""transactions.txn_id=TXN00180"", ""transactions.txn_id=TXN00183"", ""transactions.txn_id=TXN00184""]",2026-07-20T04:00:38.428227+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT039,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
OUT-b87c7411,ALERT039,CLM-6c5fd624,missing_kyc_data,risk_assessment_memo,"[""evidence_items.item_type=risk_assessment_memo"", ""evidence_items.available=False""]",2026-07-20T04:00:38.428283+00:00,captured_live,DEMO-CAPTURE-REMAINING-V1:ALERT039,claude-haiku-4-5-20251001,DEMO-CAPTURE-REMAINING-V1
